Contrast name:,Group (low)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],
,1.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,0.810227,0.119956,6.754356,20.000000,0.000001,0.000004
2,1399,139,1.000000,0.555849,0.110142,5.046649,20.000000,0.000031,0.000079
3,4863,486,1.000000,0.133503,0.119968,1.112815,20.000000,0.139493,0.193144
4,5104,510,1.000000,0.030467,0.123596,0.246506,20.000000,0.403902,0.454389
5,888,88,1.000000,-0.059680,0.087236,-0.684113,20.000000,0.749123,0.793189
6,1015,101,1.000000,0.075202,0.101112,0.743746,20.000000,0.232839,0.284426
7,3526,352,1.000000,1.025504,0.138709,7.393193,20.000000,0.000000,0.000003
8,3381,338,1.000000,0.461077,0.096260,4.789911,20.000000,0.000056,0.000112
9,1858,185,1.000000,0.492951,0.073551,6.702189,20.000000,0.000001,0.000004
10,1770,177,1.000000,0.409370,0.083050,4.929207,20.000000,0.000040,0.000091
11,2147,214,1.000000,0.786282,0.110249,7.131862,20.000000,0.000000,0.000003
12,2371,237,1.000000,0.654306,0.120849,5.414247,20.000000,0.000013,0.000048
13,2447,244,1.000000,0.250029,0.072816,3.433697,20.000000,0.001314,0.002366
14,1345,134,1.000000,-0.101881,0.084934,-1.199528,20.000000,0.877829,0.877829
15,2065,206,1.000000,0.709872,0.137618,5.158277,20.000000,0.000024,0.000072
16,2222,222,1.000000,0.142721,0.077768,1.835212,20.000000,0.040696,0.062399
17,1615,161,1.000000,0.072620,0.099522,0.729685,20.000000,0.237021,0.284426
18,1958,195,1.000000,0.165434,0.090720,1.823566,20.000000,0.041600,0.062399
