Contrast name:,Group (lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,0.841867,0.133017,6.329043,20.000000,0.000002,0.000008
2,1399,139,1.000000,0.591446,0.108368,5.457739,20.000000,0.000012,0.000039
3,4863,486,1.000000,0.176887,0.128774,1.373617,20.000000,0.092382,0.127913
4,5104,510,1.000000,0.076488,0.117843,0.649067,20.000000,0.261840,0.294570
5,888,88,1.000000,-0.023843,0.090085,-0.264672,20.000000,0.603015,0.638486
6,1015,101,1.000000,0.087274,0.096281,0.906452,20.000000,0.187744,0.228829
7,3526,352,1.000000,1.053566,0.147562,7.139831,20.000000,0.000000,0.000006
8,3381,338,1.000000,0.495077,0.101952,4.855991,20.000000,0.000048,0.000096
9,1858,185,1.000000,0.494999,0.077034,6.425705,20.000000,0.000001,0.000008
10,1770,177,1.000000,0.401647,0.078121,5.141326,20.000000,0.000025,0.000056
11,2147,214,1.000000,0.813979,0.123942,6.567425,20.000000,0.000001,0.000008
12,2371,237,1.000000,0.683658,0.128994,5.299904,20.000000,0.000017,0.000045
13,2447,244,1.000000,0.281316,0.077334,3.637663,20.000000,0.000819,0.001475
14,1345,134,1.000000,-0.073130,0.083188,-0.879090,20.000000,0.805104,0.805104
15,2065,206,1.000000,0.753640,0.138987,5.422395,20.000000,0.000013,0.000039
16,2222,222,1.000000,0.192450,0.070800,2.718221,20.000000,0.006619,0.010832
17,1615,161,1.000000,0.088338,0.098691,0.895097,20.000000,0.190691,0.228829
18,1958,195,1.000000,0.176306,0.087311,2.019301,20.000000,0.028530,0.042796
