Contrast name:,Group (linear)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],
,0.000000,0.000000,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,0.269824,0.084912,3.177677,20.000000,0.002366,0.002973
2,1399,139,1.000000,0.290275,0.110150,2.635263,20.000000,0.007933,0.008400
3,4863,486,1.000000,0.474933,0.093236,5.093859,20.000000,0.000028,0.000089
4,5104,510,1.000000,0.314169,0.114246,2.749940,20.000000,0.006174,0.006946
5,888,88,1.000000,0.324347,0.097325,3.332621,20.000000,0.001659,0.002297
6,1015,101,1.000000,0.125770,0.072369,1.737893,20.000000,0.048802,0.048802
7,3526,352,1.000000,0.318634,0.090562,3.518411,20.000000,0.001080,0.001621
8,3381,338,1.000000,0.280353,0.066180,4.236197,20.000000,0.000202,0.000364
9,1858,185,1.000000,0.381630,0.067648,5.641378,20.000000,0.000008,0.000036
10,1770,177,1.000000,0.252673,0.080025,3.157424,20.000000,0.002477,0.002973
11,2147,214,1.000000,0.499622,0.070075,7.129784,20.000000,0.000000,0.000006
12,2371,237,1.000000,0.374563,0.074967,4.996361,20.000000,0.000035,0.000089
13,2447,244,1.000000,0.399272,0.065932,6.055788,20.000000,0.000003,0.000021
14,1345,134,1.000000,0.339853,0.077805,4.368031,20.000000,0.000149,0.000298
15,2065,206,1.000000,0.362928,0.082966,4.374438,20.000000,0.000147,0.000298
16,2222,222,1.000000,0.484497,0.135756,3.568885,20.000000,0.000961,0.001573
17,1615,161,1.000000,0.467561,0.077754,6.013368,20.000000,0.000004,0.000021
18,1958,195,1.000000,0.272859,0.054015,5.051543,20.000000,0.000031,0.000089
