Contrast name:,Group (high)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],
,0.000000,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,1.080051,0.170335,6.340740,20.000000,0.000002,0.000005
2,1399,139,1.000000,0.846124,0.174803,4.840431,20.000000,0.000050,0.000089
3,4863,486,1.000000,0.608436,0.129621,4.693960,20.000000,0.000070,0.000114
4,5104,510,1.000000,0.344637,0.149072,2.311875,20.000000,0.015780,0.017753
5,888,88,1.000000,0.264667,0.085407,3.098881,20.000000,0.002830,0.003396
6,1015,101,1.000000,0.200971,0.098365,2.043127,20.000000,0.027220,0.027220
7,3526,352,1.000000,1.344138,0.178134,7.545648,20.000000,0.000000,0.000001
8,3381,338,1.000000,0.741431,0.118753,6.243457,20.000000,0.000002,0.000005
9,1858,185,1.000000,0.874581,0.112726,7.758443,20.000000,0.000000,0.000001
10,1770,177,1.000000,0.662042,0.121981,5.427426,20.000000,0.000013,0.000026
11,2147,214,1.000000,1.285903,0.135232,9.508863,20.000000,0.000000,0.000000
12,2371,237,1.000000,1.028869,0.137946,7.458476,20.000000,0.000000,0.000001
13,2447,244,1.000000,0.649301,0.093427,6.949856,20.000000,0.000000,0.000002
14,1345,134,1.000000,0.237972,0.116114,2.049471,20.000000,0.026881,0.027220
15,2065,206,1.000000,1.072799,0.180139,5.955411,20.000000,0.000004,0.000009
16,2222,222,1.000000,0.627219,0.157662,3.978242,20.000000,0.000370,0.000476
17,1615,161,1.000000,0.540181,0.118633,4.553375,20.000000,0.000097,0.000134
18,1958,195,1.000000,0.438293,0.096297,4.551459,20.000000,0.000097,0.000134
