Contrast name:,Group (H-E)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,0.696867,0.152862,4.558803,14.000000,0.000223,0.000287
2,1399,139,1.000000,1.037556,0.183802,5.644956,14.000000,0.000030,0.000078
3,4863,486,1.000000,1.059551,0.204402,5.183674,14.000000,0.000069,0.000126
4,5104,510,1.000000,1.234185,0.254775,4.844210,14.000000,0.000130,0.000195
5,888,88,1.000000,0.526243,0.102688,5.124683,14.000000,0.000077,0.000126
6,1015,101,1.000000,0.612270,0.130054,4.707815,14.000000,0.000168,0.000233
7,3526,352,1.000000,0.869622,0.142736,6.092505,14.000000,0.000014,0.000063
8,3381,338,1.000000,0.840599,0.148673,5.654016,14.000000,0.000030,0.000078
9,1858,185,1.000000,0.453007,0.124383,3.642050,14.000000,0.001333,0.001500
10,1770,177,1.000000,0.563915,0.152829,3.689844,14.000000,0.001213,0.001455
11,2147,214,1.000000,0.765700,0.144204,5.309825,14.000000,0.000055,0.000124
12,2371,237,1.000000,0.772776,0.150601,5.131285,14.000000,0.000076,0.000126
13,2447,244,1.000000,0.730889,0.103817,7.040135,14.000000,0.000003,0.000026
14,1345,134,1.000000,0.827844,0.132182,6.262900,14.000000,0.000010,0.000062
15,2065,206,1.000000,0.930089,0.128927,7.214092,14.000000,0.000002,0.000026
16,2222,222,1.000000,0.957259,0.168563,5.678947,14.000000,0.000028,0.000078
17,1400,140,1.000000,0.296753,0.111578,2.659603,14.000000,0.009338,0.009887
18,1313,131,1.000000,0.245692,0.114058,2.154098,14.000000,0.024570,0.024570
